PassengerId,Survived
1105,0.42943480626134534
1140,0.42943480626134534
1167,0.42943480626134534
1169,0.42934135927842115
1220,0.42934135927842115
1227,0.42899555670660394
1247,0.42899555670660394
1097,0.4289922066929278
969,0.42985463423310805
1024,0.4289776193113711
901,0.4304090126957585
925,0.42925549691679665
1136,0.42917546181031363
1019,0.4301130392868226
944,0.43060048147087754
981,0.4292919753457135
1154,0.4290069561709473
997,0.4290220557946137
1102,0.4290220557946137
1309,0.42924328046783156
1057,0.42940804546424677
1286,0.43175456879941887
921,0.4302175004521954
1189,0.4302175004521954
1281,0.43175456879941887
957,0.4290351398431804
1078,0.429026520442137
1138,0.4290351398431804
1170,0.42934135927842115
1194,0.42901539109307946
1241,0.4290351398431804
1254,0.4290351398431804
1293,0.42934135927842115
924,0.42925549691679665
1246,0.42925549691679665
1284,0.4289995673999875
1176,0.42940804546424677
1037,0.43218209803460633
1152,0.42933352771114885
1009,0.42940804546424677
950,0.42933352771114885
1017,0.4290319975999224
1275,0.4294752533083411
1077,0.42902230141613823
941,0.4290105242268872
1012,0.4290351398431804
1225,0.4293497840808238
946,0.42901539109055836
1251,0.4294752533083411
1092,0.4290105241880992
1165,0.42925549621521375
972,0.42924328046783156
1053,0.42924328046783156
1117,0.42900518170547547
1175,0.4293497840808238
1120,0.4290220557946137
1002,0.42901539109055836
1193,0.42901539109055836
943,0.42901539109055836
917,0.42933352771114885
1084,0.429285186624469
1236,0.429285186624469
1274,0.4290414580792388
1258,0.4292851862875242
977,0.4292851862875242
1007,0.4292851862875242
1141,0.429408045075559
1093,0.4289995673999875
1201,0.4294752533083411
982,0.4294752533083411
1064,0.42933352771114885
1297,0.42901539109055836
1112,0.42937298242440824
1261,0.42901539109055836
1051,0.4290105242268872
1173,0.429285186624469
1301,0.42940804546424677
953,0.42902230141613823
1054,0.4290351398431804
1240,0.42902230141613823
932,0.42900921611918336
935,0.4290351398431804
970,0.42902230141613823
1001,0.42902230141613823
1020,0.42902230141613823
1029,0.42902230141613823
1056,0.42902230141613823
1072,0.42902230141613823
1081,0.42902230141613823
1121,0.42902230141613823
1130,0.42937298247701144
1150,0.4290351398431804
1214,0.42902230141613823
1221,0.42902230141613823
1228,0.42902230141613823
1238,0.42902230141613823
1265,0.42902230141613823
1279,0.42902230141613823
1276,0.42902230141613823
1156,0.42901539109055836
908,0.4289997060732891
1085,0.4289997060732891
896,0.42940804546424677
1045,0.4290105242268872
1155,0.42940804546424677
1262,0.42934135927842115
1269,0.42902230141613823
976,0.4289997060732891
1090,0.42902230141613823
1096,0.42902230141613823
1099,0.42902230141613823
1114,0.4290351398431804
1168,0.42902230141613823
1171,0.42902230141613823
1209,0.42902230141613823
1232,0.42902230141613823
1243,0.42902230141613823
1285,0.42902230141613823
1298,0.42934135927842115
894,0.4289997060732891
930,0.4290220557946137
1146,0.4290220557946137
1186,0.4290220557946137
1199,0.42901517818531554
1145,0.4290220557946137
897,0.4290220557946137
1061,0.4290414580792388
1000,0.4290220557946137
895,0.4290220557946137
929,0.4290414580792388
1161,0.4290220557946137
1172,0.4290414580792388
1195,0.4290220557946137
1202,0.4290220557946137
1255,0.4290220557946137
1268,0.43099378625104173
996,0.4293497840808238
1091,0.4290414580792388
928,0.4290414580792388
968,0.4290220557946137
979,0.4290414580792388
985,0.4290220557946137
991,0.4290220557946137
1021,0.4290220557946137
1022,0.4290220557946137
1030,0.4290414580792388
1039,0.4290220557946137
1079,0.4304090126957585
1111,0.4290220557946137
1113,0.4290220557946137
1149,0.4290220557946137
1160,0.4290414580792388
1181,0.4290220557946137
1305,0.4290220557946137
1308,0.4290220557946137
910,0.4294752533083411
937,0.4290220557946137
964,0.4290414580792388
989,0.4290220557946137
1143,0.4290220557946137
902,0.4290220557946137
948,0.4290220557946137
952,0.4290220557946137
963,0.4290220557946137
975,0.4290220557946137
1026,0.4290220557946137
1043,0.42901517816668705
1101,0.4290220557946137
1157,0.4290220557946137
1187,0.4290220557946137
1226,0.4290220557946137
1135,0.4290220557946137
958,0.4290105241880992
978,0.4290105241880992
1108,0.4290105241880992
1125,0.4289995673663631
1249,0.4290220557946137
1273,0.4289995673663631
990,0.4290414580792388
1027,0.4290220557946137
1049,0.4290414580792388
1087,0.4290220557946137
1127,0.4290220557946137
1153,0.4290220557946137
1191,0.4290220557946137
1210,0.4290220557946137
934,0.4290220557946137
892,0.4289995673663631
998,0.4289995673663631
987,0.4290220557946137
1018,0.4290220557946137
1115,0.4290220557946137
1118,0.4290220557946137
1003,0.4290105241880992
983,0.4290220557946137
995,0.4290220557946137
1089,0.4290414580792388
1106,0.43226508337061226
1151,0.4290220557946137
1192,0.4290220557946137
1212,0.4290220557946137
1278,0.4290220557946137
1290,0.4290220557946137
1304,0.4290414580792388
939,0.4289995673663631
954,0.4290220557946137
962,0.4290105241880992
971,0.4290105241880992
980,0.4290105241880992
994,0.4289995673663631
999,0.4289995673663631
1013,0.42917546120212696
1016,0.4289995673663631
1075,0.4289995673663631
1098,0.4290105241880992
1119,0.4290105241880992
1148,0.4289995673663631
1163,0.4289995673663631
1174,0.4290105241880992
1196,0.4290105241880992
1205,0.4290105241880992
1250,0.4289995673663631
1272,0.4289995673663631
1280,0.4289995673663631
1302,0.4290105241880992
1052,0.4290105241880992
1207,0.4290105241880992
1291,0.4289995673663631
955,0.4290105241880992
1300,0.4290105241880992
949,0.4290220557946137
1237,0.4290414580792388
898,0.4290105241880992
1233,0.4290220557946137
1204,0.4290220557946137
1047,0.4290220557946137
1062,0.4290220557946137
1147,0.4290220557946137
1159,0.4290220557946137
1005,0.4290105241880992
1015,0.4290220557946137
1177,0.4290220557946137
1178,0.4290220557946137
1288,0.4289995673663631
1307,0.4290220557946137
900,0.42903199757843324
927,0.42901517816668705
1065,0.42901517816668705
1180,0.42901517816668705
1184,0.42901517816668705
1213,0.42901517816668705
1229,0.4289956834743847
1231,0.42901517816668705
1239,0.42903199757843324
909,0.42901517816668705
911,0.42903199757843324
919,0.42901517816668705
1028,0.42901517816668705
1063,0.42901517816668705
1129,0.42901517816668705
1166,0.42901517816668705
1203,0.42901517816668705
1224,0.42901517816668705
1103,0.4290220557946137
1217,0.4290220557946137
893,0.4294752533083411
1055,0.4290220557946137
1183,0.4290105241880992
1124,0.42933352771114885
1008,0.42901517816668705
1025,0.4292851862875242
913,0.42901517818531554
1158,0.42899555670660394
1264,0.42899555670660394
1044,0.4290220557946137
